Ticker,Ad,Kategori,TEFAS_Kind,Tur,Risk_Deger,Son_Fiyat,RSI,Ret1M,Ret3M,Ret6M,Ret1Y,Ret3Y,Ret5Y,Vol,YF_Symbol,_tcmb_guncellendi
CWENE,CW ENERJİ MÜHENDİSLİK TİCARET VE SANAYİ A.Ş.,BIST,,,,36.18,36.3,-5.63,0.0,,0.0,,,57.8,CWENE.IS,
CGCAM,ÇAĞDAŞ CAM SANAYİ VE TİCARET A.Ş.,BIST,,,,45.2,58.4,6.35,0.0,,0.0,,,66.4,CGCAM.IS,
CAGFA,CAGFA (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,CAGFA.IS,
CMSAN,CMSAN (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,CMSAN.IS,
CANTE,ÇAN2 TERMİK A.Ş.,BIST,,,,1.45,33.3,-15.7,0.0,,0.0,,,43.5,CANTE.IS,
CATES,ÇATES ELEKTRİK ÜRETİM A.Ş.,BIST,,,,39.18,54.2,1.35,0.0,,0.0,,,52.8,CATES.IS,
CLEBI,ÇELEBİ HAVA SERVİSİ A.Ş.,BIST,,,,1660.0,45.2,-4.16,0.0,,0.0,,,41.5,CLEBI.IS,
CELHA,ÇELİK HALAT VE TEL SANAYİİ A.Ş.,BIST,,,,14.84,47.0,17.59,0.0,,0.0,,,77.6,CELHA.IS,
CLKMT,CLKMT (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,CLKMT.IS,
CEMAS,ÇEMAŞ DÖKÜM SANAYİ A.Ş.,BIST,,,,4.95,53.4,-0.8,0.0,,0.0,,,47.7,CEMAS.IS,
CEMTS,ÇEMTAŞ ÇELİK MAKİNA SANAYİ VE TİCARET A.Ş.,BIST,,,,10.25,41.4,-6.99,0.0,,0.0,,,34.1,CEMTS.IS,
CMBTN,ÇİMBETON HAZIRBETON VE PREFABRİK YAPI ELEMANLARI SANAYİ VE TİCARET A.Ş.,BIST,,,,1511.0,21.3,-10.86,0.0,,0.0,,,26.0,CMBTN.IS,
CMENT,ÇİMENTAŞ İZMİR ÇİMENTO FABRİKASI T.A.Ş.,BIST,,,,289.5,37.7,-8.02,0.0,,0.0,,,26.0,CMENT.IS,
CIMSA,ÇİMSA ÇİMENTO SANAYİ VE TİCARET A.Ş.,BIST,,,,50.1,41.1,-8.33,0.0,,0.0,,,35.6,CIMSA.IS,
CUSAN,ÇUHADAROĞLU METAL SANAYİ VE PAZARLAMA A.Ş.,BIST,,,,24.1,45.2,-3.29,0.0,,0.0,,,51.5,CUSAN.IS,
DVRLK,DVRLK (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,DVRLK.IS,
DYBNK,DYBNK (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,DYBNK.IS,
DAGI,DAGİ GİYİM SANAYİ VE TİCARET A.Ş.,BIST,,,,7.58,74.6,15.9,0.0,,0.0,,,46.3,DAGI.IS,
DAPGM,DAP GAYRİMENKUL GELİŞTİRME A.Ş.,BIST,,,,10.66,59.6,6.92,0.0,,0.0,,,69.3,DAPGM.IS,
DARDL,DARDANEL ÖNENTAŞ GIDA SANAYİ A.Ş.,BIST,,,,2.12,17.9,-7.83,0.0,,0.0,,,36.9,DARDL.IS,
DGATE,DATAGATE BİLGİSAYAR MALZEMELERİ TİCARET A.Ş.,BIST,,,,116.1,62.8,8.0,0.0,,0.0,,,65.1,DGATE.IS,
DCTTR,DCT TRADİNG DIŞ TİCARET A.Ş.,BIST,,,,12.0,29.6,-6.61,0.0,,0.0,,,56.4,DCTTR.IS,
DGRVK,DGRVK (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,DGRVK.IS,
DMSAS,DEMİSAŞ DÖKÜM EMAYE MAMÜLLERİ SANAYİ A.Ş.,BIST,,,,8.55,46.6,-4.58,0.0,,0.0,,,34.3,DMSAS.IS,
DENVA,DENVA (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,DENVA.IS,
DENGE,DENGE YATIRIM HOLDİNG A.Ş.,BIST,,,,2.25,41.5,-10.71,0.0,,0.0,,,37.1,DENGE.IS,
DNZEN,DNZEN (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,DNZEN.IS,
DENFA,DENFA (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,DENFA.IS,
DNFIN,DNFIN (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,DNFIN.IS,
DZGYO,DENİZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,BIST,,,,8.45,56.1,7.23,0.0,,0.0,,,33.6,DZGYO.IS,
DERIM,DERİMOD KONFEKSİYON AYAKKABI DERİ SANAYİ VE TİCARET A.Ş.,BIST,,,,42.44,77.9,13.48,0.0,,0.0,,,46.9,DERIM.IS,
DERHL,DERLÜKS YATIRIM HOLDİNG A.Ş.,BIST,,,,13.25,34.8,-9.25,0.0,,0.0,,,41.3,DERHL.IS,
DESA,DESA DERİ SANAYİ VE TİCARET A.Ş.,BIST,,,,12.16,44.4,-5.96,0.0,,0.0,,,41.3,DESA.IS,
DESPC,DESPEC BİLGİSAYAR PAZARLAMA VE TİCARET A.Ş.,BIST,,,,42.7,43.7,-1.39,0.0,,0.0,,,48.0,DESPC.IS,
DSTKF,DESTEK FİNANS FAKTORİNG A.Ş.,BIST,,,,2612.5,81.7,19.78,0.0,,0.0,,,60.0,DSTKF.IS,
DMD,DMD (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,DMD.IS,
DSYAT,DSYAT (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,DSYAT.IS,
DEVA,DEVA HOLDİNG A.Ş.,BIST,,,,65.05,54.8,-4.48,0.0,,0.0,,,27.0,DEVA.IS,
DIMES,DIMES (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,DIMES.IS,
DNISI,DİNAMİK ISI MAKİNA YALITIM MALZEMELERİ SANAYİ VE TİCARET A.Ş.,BIST,,,,20.98,67.3,-0.19,0.0,,0.0,,,37.1,DNISI.IS,
DIRIT,DİRİTEKS DİRİLİŞ TEKSTİL SANAYİ VE TİCARET A.Ş.,BIST,,,,23.0,39.0,-17.86,0.0,,0.0,,,57.3,DIRIT.IS,
DITAS,DİTAŞ BDY YEDEK PARÇA İMALAT VE TEKNİK A.Ş.,BIST,,,,42.08,75.4,11.32,0.0,,0.0,,,74.9,DITAS.IS,
DKVRL,DKVRL (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,DKVRL.IS,
DMRGD,DMR UNLU MAMULLER ÜRETİM GIDA TOPTAN PERAKENDE İHRACAT A.Ş.,BIST,,,,11.1,62.4,28.92,0.0,,0.0,,,73.4,DMRGD.IS,
DOCO,DO & CO AKTIENGESELLSCHAFT,BIST,,,,10885.0,66.4,12.71,0.0,,0.0,,,46.8,DOCO.IS,
DOFRB,DOF ROBOTİK SANAYİ A.Ş.,BIST,,,,153.7,42.8,5.64,0.0,,0.0,,,81.8,DOFRB.IS,
DOFER,DOFER YAPI MALZEMELERİ SANAYİ VE TİCARET A.Ş.,BIST,,,,33.88,44.2,-3.97,0.0,,0.0,,,34.2,DOFER.IS,
DOHOL,DOĞAN ŞİRKETLER GRUBU HOLDİNG A.Ş.,BIST,,,,21.92,42.4,-10.6,0.0,,0.0,,,44.9,DOHOL.IS,
DGNMO,DOĞANLAR MOBİLYA GRUBU İMALAT SANAYİ VE TİCARET A.Ş.,BIST,,,,8.93,44.3,-9.43,0.0,,0.0,,,74.2,DGNMO.IS,
DOGVY,DOGVY (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,DOGVY.IS,
ARASE,DOĞU ARAS ENERJİ YATIRIMLARI A.Ş.,BIST,,,,112.9,53.1,1.71,0.0,,0.0,,,53.0,ARASE.IS,
DOGUB,DOĞUSAN BORU SANAYİ VE TİCARET A.Ş.,BIST,,,,98.4,30.2,-19.15,0.0,,0.0,,,96.9,DOGUB.IS,
DGGYO,DOĞUŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,BIST,,,,31.4,27.6,-15.41,0.0,,0.0,,,47.9,DGGYO.IS,
DOAS,DOĞUŞ OTOMOTİV SERVİS VE TİCARET A.Ş.,BIST,,,,200.5,66.9,10.23,0.0,,0.0,,,33.0,DOAS.IS,
DFKTR,DFKTR (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,DFKTR.IS,
DOKTA,DÖKTAŞ DÖKÜMCÜLÜK TİCARET VE SANAYİ A.Ş.,BIST,,,,25.68,39.5,-4.61,0.0,,0.0,,,48.0,DOKTA.IS,
DURDO,DURAN DOĞAN BASIM VE AMBALAJ SANAYİ A.Ş.,BIST,,,,5.2,49.5,6.56,0.0,,0.0,,,41.6,DURDO.IS,
DURKN,DURUKAN ŞEKERLEME SANAYİ VE TİCARET A.Ş.,BIST,,,,19.71,28.5,-5.87,0.0,,0.0,,,67.7,DURKN.IS,
DUNYH,DÜNYA HOLDİNG A.Ş.,BIST,,,,109.1,100.0,0.0,0.0,,0.0,,,0.0,DUNYH.IS,
DNYVA,DNYVA (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,DNYVA.IS,
DYOBY,DYO BOYA FABRİKALARI SANAYİ VE TİCARET A.Ş.,BIST,,,,14.92,33.3,-10.34,0.0,,0.0,,,65.7,DYOBY.IS,
EBEBK,EBEBEK MAĞAZACILIK A.Ş.,BIST,,,,85.4,66.3,10.91,0.0,,0.0,,,36.8,EBEBK.IS,
ECOGR,ECOGREEN ENERJİ HOLDİNG A.Ş.,BIST,,,,37.86,47.7,0.0,0.0,,0.0,,,57.8,ECOGR.IS,
ECZYT,ECZACIBAŞI YATIRIM HOLDİNG ORTAKLIĞI A.Ş.,BIST,,,,340.0,34.7,-9.03,0.0,,0.0,,,59.7,ECZYT.IS,
EDATA,E-DATA TEKNOLOJİ PAZARLAMA A.Ş.,BIST,,,,18.56,61.7,-12.12,0.0,,0.0,,,84.1,EDATA.IS,
EDIP,EDİP GAYRİMENKUL YATIRIM SANAYİ VE TİCARET A.Ş.,BIST,,,,35.74,55.5,-8.08,0.0,,0.0,,,38.7,EDIP.IS,
EFOR,EFOR YATIRIM SANAYİ TİCARET A.Ş.,BIST,,,,13.45,75.5,5.91,0.0,,0.0,,,107.3,EFOR.IS,
EGEEN,EGE ENDÜSTRİ VE TİCARET A.Ş.,BIST,,,,5622.5,44.4,-6.29,0.0,,0.0,,,44.1,EGEEN.IS,
EGGUB,EGE GÜBRE SANAYİİ A.Ş.,BIST,,,,107.3,55.1,-11.9,0.0,,0.0,,,61.6,EGGUB.IS,
EGPRO,EGE PROFİL TİCARET VE SANAYİ A.Ş.,BIST,,,,37.58,29.1,-9.35,0.0,,0.0,,,62.6,EGPRO.IS,
EGSER,EGE SERAMİK SANAYİ VE TİCARET A.Ş.,BIST,,,,3.22,20.8,-7.74,0.0,,0.0,,,46.0,EGSER.IS,
EPLAS,EGEPLAST EGE PLASTİK TİCARET VE SANAYİ A.Ş.,BIST,,,,6.3,71.2,2.61,0.0,,0.0,,,35.9,EPLAS.IS,
EGEGY,EGEYAPI AVRUPA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,BIST,,,,26.5,27.0,-15.87,0.0,,0.0,,,45.8,EGEGY.IS,
ECZIP,ECZIP (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,ECZIP.IS,
ECILC,EİS ECZACIBAŞI İLAÇ SINAİ VE FİNANSAL YATIRIMLAR SANAYİ VE TİCARET A.Ş.,BIST,,,,79.9,36.5,-4.77,0.0,,0.0,,,49.8,ECILC.IS,
EKER,EKER (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,EKER.IS,
EKDMR,EKİNCİLER DEMİR VE ÇELİK SANAYİ A.Ş.,BIST,,,,64.0,63.0,0.0,0.0,,0.0,,,92.5,EKDMR.IS,
EKIZ,EKİZ KİMYA SANAYİ VE TİCARET A.Ş.,BIST,,,,82.4,40.4,-8.6,0.0,,0.0,,,44.2,EKIZ.IS,
EKOFA,EKOFA (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,EKOFA.IS,
EKOS,EKOS TEKNOLOJİ VE ELEKTRİK A.Ş.,BIST,,,,7.45,40.5,-7.8,0.0,,0.0,,,65.1,EKOS.IS,
EKSUN,EKSUN GIDA TARIM SANAYİ VE TİCARET A.Ş.,BIST,,,,7.24,20.5,15.65,0.0,,0.0,,,49.9,EKSUN.IS,
ELITE,ELİTE NATUREL ORGANİK GIDA SANAYİ VE TİCARET A.Ş.,BIST,,,,37.82,31.6,-1.51,0.0,,0.0,,,41.5,ELITE.IS,
EMKEL,EMEK ELEKTRİK ENDÜSTRİSİ A.Ş.,BIST,,,,20.82,41.8,-11.18,0.0,,0.0,,,80.0,EMKEL.IS,
EMNIS,EMİNİŞ AMBALAJ SANAYİ VE TİCARET A.Ş.,BIST,,,,159.5,40.6,-6.18,0.0,,0.0,,,49.9,EMNIS.IS,
EMIRV,EMIRV (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,EMIRV.IS,
EKTVK,EKTVK (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,EKTVK.IS,
DMLKT,DMLKT (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,DMLKT.IS,
EKGYO,EMLAK KONUT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,BIST,,,,19.91,53.7,-0.55,0.0,,0.0,,,45.6,EKGYO.IS,
EMVAR,EMVAR (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,EMVAR.IS,
EMPAE,EMPA ELEKTRONİK SANAYİ VE TİCARET A.Ş.,BIST,,,,128.5,69.4,100.78,0.0,,0.0,,,98.4,EMPAE.IS,
ENDAE,ENDA ENERJİ HOLDİNG A.Ş.,BIST,,,,19.75,68.4,8.22,0.0,,0.0,,,60.9,ENDAE.IS,
ENJSA,ENERJİSA ENERJİ A.Ş.,BIST,,,,105.5,27.0,-10.29,0.0,,0.0,,,43.5,ENJSA.IS,
ENERY,ENERYA ENERJİ A.Ş.,BIST,,,,9.46,66.4,7.99,0.0,,0.0,,,37.3,ENERY.IS,
ENKAI,ENKA İNŞAAT VE SANAYİ A.Ş.,BIST,,,,93.0,31.7,-8.82,0.0,,0.0,,,38.9,ENKAI.IS,
ENPRA,ENPARA BANK A.Ş.,BIST,,,,70.1,31.2,-8.25,0.0,,0.0,,,58.1,ENPRA.IS,
ENSRI,ENSARİ SINAİ YATIRIMLAR A.Ş.,BIST,,,,10.4,52.3,7.11,0.0,,0.0,,,102.0,ENSRI.IS,
ERBOS,ERBOSAN ERCİYAS BORU SANAYİ VE TİCARET A.Ş.,BIST,,,,184.6,49.7,-10.08,0.0,,0.0,,,35.5,ERBOS.IS,
ERCB,ERCİYAS ÇELİK BORU SANAYİ A.Ş.,BIST,,,,58.0,51.8,-4.21,0.0,,0.0,,,50.8,ERCB.IS,
EREGL,EREĞLİ DEMİR VE ÇELİK FABRİKALARI T.A.Ş.,BIST,,,,39.36,54.0,-1.49,0.0,,0.0,,,45.4,EREGL.IS,
ERGLI,ERGLI (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,ERGLI.IS,
KIMMR,ERSAN ALIŞVERİŞ HİZMETLERİ VE GIDA SANAYİ TİCARET A.Ş.,BIST,,,,17.17,46.6,1.36,0.0,,0.0,,,54.2,KIMMR.IS,
ERSU,ERSU MEYVE VE GIDA SANAYİ A.Ş.,BIST,,,,27.7,63.4,3.82,0.0,,0.0,,,55.1,ERSU.IS,
ESCAR,ESCAR FİLO KİRALAMA HİZMETLERİ A.Ş.,BIST,,,,46.06,39.7,-12.18,0.0,,0.0,,,65.0,ESCAR.IS,
ESCOM,ESCORT TEKNOLOJİ YATIRIM A.Ş.,BIST,,,,5.68,66.1,6.57,0.0,,0.0,,,70.3,ESCOM.IS,
ESEN,ESENBOĞA ELEKTRİK ÜRETİM A.Ş.,BIST,,,,3.74,43.0,-6.27,0.0,,0.0,,,50.8,ESEN.IS,
ETILR,ETİLER GIDA VE TİCARİ YATIRIMLAR SANAYİ VE TİCARET A.Ş.,BIST,,,,5.18,40.2,-14.52,0.0,,0.0,,,70.7,ETILR.IS,
EUKYO,EURO KAPİTAL YATIRIM ORTAKLIĞI A.Ş.,BIST,,,,9.39,54.0,23.07,0.0,,0.0,,,48.4,EUKYO.IS,
EUYO,EURO MENKUL KIYMET YATIRIM ORTAKLIĞI A.Ş.,BIST,,,,6.28,63.7,3.8,0.0,,0.0,,,58.6,EUYO.IS,
ETYAT,EURO TREND YATIRIM ORTAKLIĞI A.Ş.,BIST,,,,13.17,85.7,62.39,0.0,,0.0,,,51.9,ETYAT.IS,
EUHOL,EURO YATIRIM HOLDİNG A.Ş.,BIST,,,,10.8,18.2,-9.24,0.0,,0.0,,,43.0,EUHOL.IS,
TEZOL,EUROPAP TEZOL KAĞIT SANAYİ VE TİCARET A.Ş.,BIST,,,,17.44,33.8,-5.98,0.0,,0.0,,,39.5,TEZOL.IS,
EUREN,EUROPEN ENDÜSTRİ İNŞAAT SANAYİ VE TİCARET A.Ş.,BIST,,,,4.56,30.3,-9.88,0.0,,0.0,,,46.3,EUREN.IS,
EUPWR,EUROPOWER ENERJİ VE OTOMASYON TEKNOLOJİLERİ SANAYİ TİCARET A.Ş.,BIST,,,,95.1,64.3,59.56,0.0,,0.0,,,71.8,EUPWR.IS,
EYGYO,EYG GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,BIST,,,,2.43,32.7,-17.06,0.0,,0.0,,,48.3,EYGYO.IS,
FADE,FADE GIDA YATIRIM SANAYİ TİCARET A.Ş.,BIST,,,,17.5,56.9,11.75,0.0,,0.0,,,44.9,FADE.IS,
FMIZP,FEDERAL MOGUL İZMİT PİSTON VE PİM ÜRETİM TESİSLERİ A.Ş.,BIST,,,,297.0,54.0,-6.38,0.0,,0.0,,,35.3,FMIZP.IS,
FENER,FENERBAHÇE FUTBOL A.Ş.,BIST,,,,3.3,32.5,2.17,0.0,,0.0,,,72.8,FENER.IS,
FBB,FBB (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,FBB.IS,
FBBNK,FBBNK (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,FBBNK.IS,
FKPET,FKPET (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,FKPET.IS,
FLAP,FLAP KONGRE TOPLANTI HİZMETLERİ OTOMOTİV VE TURİZM A.Ş.,BIST,,,,13.72,52.8,4.89,0.0,,0.0,,,62.1,FLAP.IS,
FONET,FONET BİLGİ TEKNOLOJİLERİ A.Ş.,BIST,,,,5.37,49.2,1.9,0.0,,0.0,,,66.4,FONET.IS,
FROTO,FORD OTOMOTİV SANAYİ A.Ş.,BIST,,,,86.7,47.0,-7.22,0.0,,0.0,,,36.3,FROTO.IS,
FORMT,FORMET METAL VE CAM SANAYİ A.Ş.,BIST,,,,2.27,56.8,-14.66,0.0,,0.0,,,33.0,FORMT.IS,
FRMPL,FORMÜL PLASTİK VE METAL SANAYİ A.Ş.,BIST,,,,44.98,61.3,28.59,0.0,,0.0,,,60.5,FRMPL.IS,
FORTE,FORTE BİLGİ İLETİŞİM TEKNOLOJİLERİ VE SAVUNMA SANAYİ A.Ş.,BIST,,,,90.55,45.9,-0.22,0.0,,0.0,,,48.3,FORTE.IS,
FRIGO,FRİGO-PAK GIDA MADDELERİ SANAYİ VE TİCARET A.Ş.,BIST,,,,2.93,40.3,-10.12,0.0,,0.0,,,49.8,FRIGO.IS,
FZLGY,FUZUL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,BIST,,,,17.95,86.9,17.47,0.0,,0.0,,,67.5,FZLGY.IS,
GWIND,GALATA WIND ENERJİ A.Ş.,BIST,,,,26.56,42.6,-7.52,0.0,,0.0,,,53.6,GWIND.IS,
GSRAY,GALATASARAY SPORTİF SINAİ VE TİCARİ YATIRIMLAR A.Ş.,BIST,,,,1.06,53.8,-6.19,0.0,,0.0,,,32.3,GSRAY.IS,
GARFA,GARANTİ FAKTORİNG A.Ş.,BIST,,,,31.52,55.0,-3.02,0.0,,0.0,,,53.8,GARFA.IS,
GARFL,GARFL (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,GARFL.IS,
GRNYO,GARANTİ YATIRIM ORTAKLIĞI A.Ş.,BIST,,,,18.79,47.9,-0.79,0.0,,0.0,,,66.6,GRNYO.IS,
GATEG,GATE GROUP TEKNOLOJİ MEDYA VE SİBER GÜVENLİK HİZMETLERİ A.Ş.,BIST,,,,297.75,39.6,-4.41,0.0,,0.0,,,48.3,GATEG.IS,
GEDIK,GEDİK YATIRIM MENKUL DEĞERLER A.Ş.,BIST,,,,7.09,63.1,22.66,0.0,,0.0,,,63.6,GEDIK.IS,
GEDZA,GEDİZ AMBALAJ SANAYİ VE TİCARET A.Ş.,BIST,,,,33.7,51.3,13.62,0.0,,0.0,,,61.7,GEDZA.IS,
GLCVY,GELECEK VARLIK YÖNETİMİ A.Ş.,BIST,,,,57.0,30.6,-6.94,0.0,,0.0,,,37.4,GLCVY.IS,
GENIL,GEN İLAÇ VE SAĞLIK ÜRÜNLERİ SANAYİ VE TİCARET A.Ş.,BIST,,,,7.82,18.2,-12.82,0.0,,0.0,,,49.5,GENIL.IS,
GENTS,GENTAŞ DEKORATİF YÜZEYLER SANAYİ VE TİCARET A.Ş.,BIST,,,,6.86,39.9,-18.43,0.0,,0.0,,,54.9,GENTS.IS,
GENKM,GENTAŞ KİMYA SANAYİ VE TİCARET PAZARLAMA A.Ş.,BIST,,,,21.26,96.7,51.75,0.0,,0.0,,,67.5,GENKM.IS,
GEREL,GERSAN ELEKTRİK TİCARET VE SANAYİ A.Ş.,BIST,,,,39.2,46.4,-6.67,0.0,,0.0,,,63.4,GEREL.IS,
GZNMI,GEZİNOMİ SEYAHAT TURİZM TİCARET A.Ş.,BIST,,,,68.85,53.2,1.25,0.0,,0.0,,,75.8,GZNMI.IS,
GIPTA,GIPTA OFİS KIRTASİYE VE PROMOSYON ÜRÜNLERİ İMALAT SANAYİ A.Ş.,BIST,,,,70.8,38.3,-13.29,0.0,,0.0,,,64.1,GIPTA.IS,
GMTAS,GİMAT MAĞAZACILIK SANAYİ VE TİCARET A.Ş.,BIST,,,,44.3,47.9,9.93,0.0,,0.0,,,65.9,GMTAS.IS,
GESAN,GİRİŞİM ELEKTRİK SANAYİ TAAHHÜT VE TİCARET A.Ş.,BIST,,,,85.75,65.8,41.27,0.0,,0.0,,,65.9,GESAN.IS,
GLB,GLB (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,GLB.IS,
GLBMD,GLOBAL MENKUL DEĞERLER A.Ş.,BIST,,,,12.48,55.1,3.31,0.0,,0.0,,,33.6,GLBMD.IS,
GLYHO,GLOBAL YATIRIM HOLDİNG A.Ş.,BIST,,,,16.14,66.1,15.04,0.0,,0.0,,,53.2,GLYHO.IS,
GGBVK,GGBVK (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,GGBVK.IS,
GSIPD,GSIPD (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,GSIPD.IS,
GOODY,GOODYEAR LASTİKLERİ T.A.Ş.,BIST,,,,15.82,27.1,-4.58,0.0,,0.0,,,38.2,GOODY.IS,
GOKNR,GÖKNUR GIDA MADDELERİ ENERJİ İMALAT İTHALAT İHRACAT TİCARET VE SANAYİ A.Ş.,BIST,,,,26.86,66.0,19.27,0.0,,0.0,,,40.6,GOKNR.IS,
GOLTS,GÖLTAŞ GÖLLER BÖLGESİ ÇİMENTO SANAYİ VE TİCARET A.Ş.,BIST,,,,327.0,23.4,-11.56,0.0,,0.0,,,27.6,GOLTS.IS,
GOZDE,GÖZDE GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,BIST,,,,20.56,70.9,-0.39,0.0,,0.0,,,36.1,GOZDE.IS,
GRTHO,GRAINTURK HOLDİNG A.Ş.,BIST,,,,232.0,58.6,-3.04,0.0,,0.0,,,55.8,GRTHO.IS,
GSDDE,GSD DENİZCİLİK GAYRİMENKUL İNŞAAT SANAYİ VE TİCARET A.Ş.,BIST,,,,13.21,55.0,-14.11,0.0,,0.0,,,75.7,GSDDE.IS,
GSDHO,GSD HOLDİNG A.Ş.,BIST,,,,6.09,60.2,12.78,0.0,,0.0,,,62.6,GSDHO.IS,
GUBRF,GÜBRE FABRİKALARI T.A.Ş.,BIST,,,,478.75,19.2,-18.92,0.0,,0.0,,,42.8,GUBRF.IS,
GLRYH,GÜLER YATIRIM HOLDİNG A.Ş.,BIST,,,,3.2,19.6,-19.19,0.0,,0.0,,,40.3,GLRYH.IS,
GLRMK,GÜLERMAK AĞIR SANAYİ İNŞAAT VE TAAHHÜT A.Ş.,BIST,,,,169.0,42.7,-11.98,0.0,,0.0,,,62.3,GLRMK.IS,
GUNDG,GÜNDOĞDU GIDA SÜT ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.,BIST,,,,1214.0,64.3,35.19,0.0,,0.0,,,77.7,GUNDG.IS,
GRSEL,GÜR-SEL TURİZM TAŞIMACILIK VE SERVİS TİCARET A.Ş.,BIST,,,,305.0,30.8,-1.46,0.0,,0.0,,,38.0,GRSEL.IS,
GYVAR,GYVAR (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,GYVAR.IS,
SAHOL,HACI ÖMER SABANCI HOLDİNG A.Ş.,BIST,,,,95.95,63.1,0.73,0.0,,0.0,,,40.1,SAHOL.IS,
HALKF,HALKF (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,HALKF.IS,
HLGYO,HALK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,BIST,,,,6.29,71.0,5.71,0.0,,0.0,,,36.9,HLGYO.IS,
HLVKS,HLVKS (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,HLVKS.IS,
HALKI,HALKI (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,HALKI.IS,
HLY,HLY (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,HLY.IS,
HRKET,HAREKET PROJE TAŞIMACILIĞI VE YÜK MÜHENDİSLİĞİ A.Ş.,BIST,,,,112.9,70.6,56.59,0.0,,0.0,,,63.8,HRKET.IS,
HATEK,HATEKS HATAY TEKSTİL İŞLETMELERİ A.Ş.,BIST,,,,15.96,44.9,-0.25,0.0,,0.0,,,50.6,HATEK.IS,
HATSN,HAT-SAN GEMİ İNŞAA BAKIM ONARIM DENİZ NAKLİYAT SANAYİ VE TİCARET A.Ş.,BIST,,,,53.25,50.8,12.2,0.0,,0.0,,,66.7,HATSN.IS,
HAYVK,HAYVK (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,HAYVK.IS,
HDFFL,HDFFL (islem gormuyor),BIST,,,,0.0,50.0,0.0,0.0,,0.0,,,30.0,HDFFL.IS,
